SIZE_PROBLEM;N_STEPS;;IDS_time;IDS_nodes;BFS_time;BFS_nodes;BFS_BI_time;BFS_BI_nodes;A_time;A_nodes;A Optimized_time;A Optimized_nodes
9;10;;61;614;69;1255;15;111;15;59;15;42
9;10;;70;864;93;1629;15;126;31;75;0;31
9;10;;77;806;42;923;15;88;0;47;15;35
9;10;;65;736;112;1769;15;126;46;109;15;35
9;10;;58;720;61;1068;10;96;40;89;3;34
9;10;;79;912;125;1571;15;144;31;79;15;41
9;10;;45;578;78;1319;15;117;32;49;4;40
9;10;;76;988;79;1447;15;126;62;109;15;35
9;10;;46;584;44;1019;15;92;15;67;15;57
9;10;;53;594;78;1289;15;114;17;66;0;29
9;10;;89;858;41;861;0;82;15;61;15;39
9;10;;71;780;57;884;15;84;15;62;15;53
9;10;;59;684;58;1137;15;100;31;86;10;66
9;10;;80;848;135;1661;31;153;31;84;15;78
9;10;;90;720;68;1068;15;96;31;75;0;39
9;10;;78;776;87;1451;15;132;46;83;0;44
9;10;;138;884;110;1605;31;138;48;81;3;38
9;10;;44;568;73;1330;15;105;31;88;0;43
9;10;;102;854;56;865;6;82;17;62;0;27
9;10;;81;804;49;924;7;88;5;27;1;24
9;10;;56;704;34;899;15;86;31;64;0;44
9;10;;51;548;82;1364;11;105;31;72;2;18
9;10;;85;752;59;1019;10;92;20;55;4;35
9;10;;46;534;96;1391;16;123;20;56;4;36
9;10;;69;720;74;1068;12;96;53;89;4;34
9;10;;28;256;45;573;11;72;19;45;1;23
9;10;;79;744;65;1026;15;94;0;42;0;23
9;10;;89;804;103;924;10;88;6;27;1;24
9;10;;155;674;141;1153;14;100;87;98;13;52
9;10;;94;740;82;1034;11;94;60;78;5;34
9;10;;89;534;127;1391;25;123;25;60;0;30
9;10;;118;800;98;903;5;86;36;56;7;36
9;10;;138;1096;126;1323;12;114;31;77;0;43
9;10;;98;796;144;1723;24;120;54;84;6;39
9;10;;69;538;123;1387;26;123;7;27;3;27
9;10;;2;26;1;59;0;16;1;9;0;12
9;10;;2;26;0;37;0;13;3;10;1;10
9;10;;58;524;103;1403;18;123;29;59;3;36
9;10;;70;538;148;1387;22;123;7;27;5;27
9;10;;132;852;67;867;11;82;53;74;6;35
9;10;;16;128;5;139;1;30;6;19;3;22
9;10;;187;1100;116;1319;15;114;28;61;11;40
9;10;;207;498;278;1435;40;129;43;57;16;42
9;10;;228;1094;152;1325;39;114;98;90;13;58
9;10;;126;552;156;1359;22;120;85;76;5;33
9;10;;154;830;87;893;12;84;54;76;2;23
9;10;;60;362;31;386;6;48;20;34;9;28
9;10;;149;966;200;1503;30;129;76;89;20;61
9;10;;41;252;32;357;4;55;10;35;3;26
9;10;;101;524;178;1403;27;123;30;59;6;36
9;10;;76;534;140;1391;21;123;39;68;4;37
9;10;;85;706;93;1259;15;104;66;93;17;63
9;10;;93;624;102;1239;19;111;41;72;4;34
9;10;;146;804;85;924;16;88;9;27;3;24
9;10;;97;730;121;1055;13;96;42;74;3;31
9;10;;109;836;79;884;8;84;63;89;39;101
9;10;;110;780;72;966;9;90;43;68;7;35
9;10;;85;704;79;1103;12;98;13;43;4;33
9;10;;89;758;157;1778;14;114;91;117;25;97
9;10;;84;712;71;1087;11;96;49;88;6;46
9;10;;78;676;167;1891;27;120;82;107;7;44
9;10;;31;262;29;345;3;52;14;38;2;23
9;10;;84;786;59;957;9;90;43;82;4;33
9;10;;35;362;23;386;5;48;14;34;2;28
9;10;;68;544;154;1375;17;123;53;94;14;72
9;10;;65;530;120;1397;20;126;25;55;2;27
9;10;;42;348;24;411;4;56;21;45;4;20
9;10;;131;764;173;1773;23;135;59;81;7;42
9;10;;121;806;66;923;9;88;31;60;1;21
9;10;;96;692;95;1121;22;98;19;46;5;35
9;10;;104;740;82;1034;12;94;50;78;3;34
9;10;;25;210;32;409;5;64;7;26;2;28
9;10;;103;750;104;1021;22;94;53;75;14;51
9;10;;98;720;84;1068;13;96;43;75;6;39
9;10;;4;34;4;40;0;12;1;9;0;9
9;10;;73;524;147;1403;20;123;53;83;18;72
9;10;;73;632;97;1223;17;108;41;63;5;35
9;10;;99;730;80;1055;12;96;81;106;7;53
9;10;;94;838;63;883;11;84;37;68;4;38
9;10;;101;828;163;1683;17;117;68;77;7;43
9;10;;130;1036;122;1407;20;123;27;57;4;30
9;10;;81;660;131;1170;23;105;17;43;4;30
9;10;;114;782;176;1751;30;158;69;98;4;32
9;10;;118;912;143;1571;24;144;40;79;5;41
9;10;;70;646;134;1195;21;108;49;83;5;43
9;10;;56;530;109;1397;18;126;47;89;23;102
9;10;;133;1094;78;1325;15;114;50;90;10;58
9;10;;100;966;109;1503;16;129;42;89;8;61
9;10;;79;744;63;1026;9;94;14;42;1;23
9;10;;91;836;49;884;7;84;45;55;1;27
9;10;;65;544;91;1375;15;123;62;94;0;72
9;10;;107;1172;83;1219;0;100;46;75;0;31
9;10;;77;830;67;893;10;84;44;80;5;39
9;10;;72;670;110;1157;13;105;24;63;2;27
9;10;;74;726;49;1059;0;96;40;70;5;37
9;10;;59;532;147;1393;26;123;33;58;12;44
9;10;;82;722;184;1826;15;111;83;114;14;83
9;10;;72;584;91;1307;5;117;31;54;3;35
9;10;;81;692;74;1121;15;98;15;63;0;33
9;10;;113;1136;78;1263;11;106;27;79;0;38
9;10;;70;674;76;1153;15;100;46;79;0;45
9;10;;104;1100;83;1319;12;114;15;61;0;40
9;10;;17;84;0;193;0;33;17;25;0;20
9;10;;72;804;43;924;0;88;0;27;0;24
9;10;;51;492;93;1440;15;108;31;61;0;40
9;10;;68;704;50;1103;15;98;15;43;0;33
9;10;;118;1148;62;1203;15;100;31;85;15;42
9;10;;47;486;91;1431;15;120;34;64;0;43
9;10;;97;910;98;1573;15;132;31;79;0;38
9;10;;55;486;102;1431;15;120;29;64;5;43
9;10;;71;664;74;1162;0;105;35;63;7;59
9;10;;47;534;84;1391;15;123;15;56;18;36
9;10;;116;766;85;991;13;92;42;90;3;37
9;10;;101;800;76;932;11;88;57;94;7;56
9;10;;71;730;60;1055;12;96;19;72;15;28
9;10;;92;858;120;1609;11;111;48;85;0;45
9;10;;67;530;76;1239;8;111;15;62;15;56
9;10;;94;972;96;1497;17;135;28;72;4;44
9;10;;29;270;49;546;3;48;7;32;4;31
9;10;;81;968;106;1501;22;135;43;83;7;56
9;10;;98;968;126;1501;32;135;31;83;15;56
9;10;;68;538;94;1387;17;123;6;27;2;27
9;10;;64;690;160;1872;40;114;45;80;8;49
9;10;;26;278;15;325;2;48;12;32;1;15
9;10;;97;704;74;1103;11;98;20;51;5;35
9;10;;56;574;101;1323;16;117;42;71;7;46
9;10;;67;578;99;1319;15;117;15;42;3;26
9;10;;86;804;128;924;26;88;14;27;6;24
9;10;;129;698;85;1115;24;98;25;63;15;62
9;10;;97;538;109;1387;31;123;0;27;0;27
9;10;;90;766;62;991;15;92;62;94;0;26
9;10;;125;968;163;1501;32;135;66;83;15;56
9;10;;70;664;85;1162;13;105;33;63;16;59
9;10;;127;972;107;1497;20;135;34;72;5;44
9;10;;85;554;144;1357;24;120;33;70;5;37
9;10;;86;978;101;1485;18;135;32;74;3;35
9;10;;63;510;95;1375;16;123;25;56;4;41
9;10;;64;700;160;1863;22;147;83;124;11;65
9;10;;72;530;155;1397;22;126;52;89;26;102
9;10;;63;694;71;1119;11;98;20;52;3;37
9;10;;54;530;106;1397;17;126;31;67;10;57
9;10;;58;510;103;1375;20;123;28;56;6;41
9;10;;77;510;129;1421;27;129;17;46;1;24
9;10;;149;1186;96;1192;11;100;26;53;3;32
9;10;;94;746;82;1025;17;94;28;55;4;43
9;10;;104;750;67;1021;11;94;38;75;6;51
9;10;;69;608;108;1262;14;105;23;55;4;34
9;10;;63;614;90;1255;14;111;29;66;5;39
9;10;;88;800;63;932;8;88;19;52;0;18
9;10;;50;544;98;1375;15;123;17;52;1;21
9;10;;88;786;80;957;11;90;27;66;5;38
9;10;;92;750;78;1021;15;94;31;75;15;51
9;10;;7;222;40;395;6;67;7;30;3;31
9;10;;42;530;88;1397;22;126;46;89;22;102
9;10;;70;746;60;1025;10;94;38;78;7;49
9;10;;94;972;113;1497;21;135;36;72;6;44
9;10;;28;286;26;523;12;75;13;34;6;31
9;10;;65;676;179;1891;14;120;65;107;4;44
9;10;;67;800;60;932;0;88;58;94;7;56
9;10;;76;838;52;883;8;84;28;65;2;35
9;10;;75;810;58;919;9;88;28;62;0;18
9;10;;77;674;82;1153;12;100;34;70;4;34
9;10;;59;594;98;1289;15;114;42;77;3;26
9;10;;77;666;93;1161;13;105;22;52;4;31
9;10;;88;804;64;924;8;88;7;27;2;24
9;10;;106;828;239;1683;33;117;50;77;5;43
9;10;;77;690;228;1872;20;114;52;80;9;49
9;10;;80;806;58;923;8;88;31;68;3;37
9;10;;80;804;85;924;9;88;7;27;2;24
9;10;;122;1132;88;1267;13;106;40;79;4;41
9;10;;123;972;123;1497;24;135;34;72;5;44
9;10;;76;858;44;861;6;82;30;66;11;55
9;10;;94;952;132;1521;22;138;87;113;4;40
9;10;;68;664;83;1162;14;105;26;63;13;59
9;10;;80;836;53;884;7;84;46;89;21;101
9;10;;90;744;72;1026;10;94;18;49;4;37
9;10;;59;486;115;1431;21;120;53;89;3;37
9;10;;72;804;51;924;8;88;6;27;1;24
9;10;;69;534;99;1391;16;123;25;60;3;30
9;10;;59;664;99;1162;13;105;16;49;3;34
9;10;;55;660;212;1911;14;117;57;85;7;50
9;10;;52;584;67;1019;9;92;32;67;10;57
9;10;;84;838;51;883;7;84;37;80;6;53
9;10;;76;830;49;893;7;84;36;76;1;23
9;10;;72;838;55;883;10;84;30;68;4;38
9;10;;54;646;74;1195;12;108;30;70;3;31
9;10;;80;800;48;932;8;88;29;69;6;43
9;10;;16;210;18;409;4;64;4;26;1;28
9;10;;56;658;171;1912;12;114;32;72;5;41
9;10;;100;1100;81;1319;12;114;20;61;2;40
9;10;;71;532;99;1393;18;123;27;58;4;44
9;10;;92;548;81;1364;11;105;22;61;3;38
9;10;;42;594;100;1289;13;114;49;90;3;37
9;10;;77;858;116;1609;11;111;40;85;4;45
9;10;;57;792;46;951;11;88;23;61;4;38
9;10;;70;728;158;1817;15;123;18;57;3;35
9;10;;22;286;22;523;4;75;8;34;2;31
9;10;;145;1068;111;1357;13;120;36;75;4;42
9;10;;68;792;63;951;10;88;24;61;3;38
9;10;;75;848;119;1661;21;153;38;84;12;78
9;10;;111;964;126;1507;22;138;41;80;8;49
9;10;;76;888;126;1599;14;123;26;79;15;40
9;10;;5;190;18;433;0;55;0;28;0;21
9;10;;48;268;20;337;3;49;5;26;3;28
9;10;;65;704;65;1103;12;98;18;51;3;35
9;10;;48;564;85;1341;15;120;43;89;3;34
9;10;;50;498;99;1435;15;132;53;82;3;31
9;10;;105;692;142;1545;19;117;61;93;10;63
9;10;;91;972;116;1497;19;135;33;72;5;44
9;10;;99;1118;91;1286;13;111;61;98;2;29
9;10;;65;608;63;1034;9;94;29;67;9;56
9;10;;24;270;25;546;3;48;7;32;3;31
9;10;;63;658;179;1912;15;114;34;72;6;41
9;10;;49;530;121;1397;16;126;20;55;2;27
9;10;;59;518;103;1411;17;126;46;80;10;44
9;10;;61;674;104;1153;12;100;31;70;4;34
9;10;;52;578;92;1319;13;117;12;42;1;26
9;10;;81;836;44;884;8;84;43;89;20;101
9;10;;63;978;97;1485;15;135;38;74;3;35
9;10;;88;806;53;923;7;88;25;60;1;21
9;10;;68;792;56;951;8;88;30;72;1;21
9;10;;17;222;17;395;4;67;8;28;3;24
9;10;;92;786;61;957;10;90;56;82;6;33
9;10;;97;1118;79;1286;11;111;56;98;4;29
9;10;;69;726;67;1059;10;96;31;70;4;37
9;10;;21;274;13;331;2;49;7;30;3;29
9;10;;100;670;103;1157;15;105;15;46;4;29
9;10;;98;978;106;1485;19;135;33;74;3;35
9;10;;56;624;83;1239;13;111;29;68;3;38
9;10;;52;564;95;1341;16;120;42;79;3;37
9;10;;90;806;60;923;9;88;15;47;3;35
9;10;;47;518;94;1411;17;126;42;76;1;24
9;10;;106;1172;78;1219;11;100;37;75;2;31
9;10;;93;978;105;1485;25;135;38;74;3;35
9;10;;20;230;20;383;4;58;8;32;2;24
9;10;;23;268;14;337;2;49;11;34;4;34
9;10;;86;800;56;932;9;88;52;94;8;56
9;10;;56;544;103;1375;18;123;26;52;2;21
9;10;;97;810;53;919;8;88;21;58;3;38
9;10;;71;804;54;924;8;88;5;27;2;24
9;10;;95;842;62;879;8;84;44;83;12;72
9;10;;54;578;89;1319;14;117;13;42;3;26
9;10;;102;1146;84;1251;12;104;41;81;3;38
9;10;;116;1148;73;1203;11;100;42;85;5;42
9;10;;55;728;178;1817;21;123;22;57;6;35
9;10;;89;1148;79;1203;15;100;37;85;3;42
9;10;;42;670;64;1157;0;105;15;46;15;29
9;10;;60;800;124;1719;15;138;46;80;0;33
9;10;;41;646;98;1195;15;108;31;83;0;43
9;10;;53;578;69;1319;30;117;14;42;2;26
9;10;;68;800;49;932;7;88;44;94;6;56
9;10;;87;800;67;932;10;88;37;69;8;43
9;10;;46;530;101;1397;18;126;21;55;2;27
9;10;;75;836;46;884;7;84;49;89;25;101
9;10;;29;270;36;546;3;48;8;32;4;31
9;10;;100;1036;96;1407;15;123;20;57;2;30
9;10;;75;744;95;1026;15;94;17;42;3;23
9;10;;126;1102;107;1315;14;111;46;80;3;31
9;10;;77;688;79;1126;13;100;32;71;3;28
9;10;;77;712;162;1849;23;153;39;83;11;67
9;10;;76;608;56;1034;15;94;31;67;0;56
9;10;;43;706;64;1259;10;104;33;93;15;63
9;10;;96;1102;77;1315;13;111;40;80;3;31
9;10;;58;614;87;1255;14;111;43;82;5;43
9;10;;77;810;60;919;9;88;27;62;0;18
9;10;;79;674;77;1153;14;100;56;98;7;52
9;10;;95;764;175;1773;25;135;48;81;7;42
9;10;;91;836;62;884;9;84;28;55;2;27
9;10;;25;252;25;357;6;55;12;35;2;26
9;10;;81;800;73;932;13;88;33;52;2;18
9;10;;84;578;112;1319;17;117;37;69;11;60
9;10;;101;972;185;1497;25;135;52;72;7;44
9;10;;69;532;118;1393;20;123;32;62;2;18
9;10;;22;222;22;395;4;67;8;30;3;31
9;10;;91;864;131;1629;16;126;36;75;4;31
9;10;;102;1102;94;1315;14;111;48;80;5;31
9;10;;90;680;229;1887;19;138;114;131;0;66
9;10;;146;690;389;1872;21;114;64;80;18;49
9;10;;90;608;77;1034;12;94;36;67;9;56
9;10;;92;766;70;991;10;92;71;94;4;26
9;10;;57;544;115;1375;24;123;40;69;8;43
9;10;;89;838;59;883;8;84;41;80;9;53
9;10;;76;814;77;875;0;82;31;64;0;30
9;10;;92;1028;102;1417;3;126;47;79;4;40
9;10;;50;544;88;1375;15;123;46;94;15;72
9;10;;73;838;44;883;2;84;31;68;15;38
9;10;;43;498;105;1435;31;129;31;74;15;35
9;10;;17;174;21;453;3;58;7;32;0;15
9;10;;77;1032;81;1413;15;126;83;117;18;96
9;10;;85;964;90;1507;31;138;31;80;0;49
9;10;;76;792;46;951;6;88;21;72;0;21
9;10;;100;1036;98;1407;31;123;15;57;0;30
9;10;;73;826;108;1684;0;114;31;61;0;40
9;10;;103;838;34;883;0;84;31;80;18;53
9;10;;82;674;82;1153;15;100;31;79;0;45
9;10;;101;800;49;932;15;88;47;94;8;56
9;10;;86;854;38;865;15;82;15;62;0;27
9;10;;79;792;37;951;18;88;15;61;0;38
9;10;;56;538;74;1387;15;123;5;27;1;27
9;10;;84;854;35;865;15;82;31;71;15;63
9;10;;46;530;86;1397;15;126;31;89;31;102
9;10;;21;194;23;429;3;64;7;35;1;26
9;10;;90;1172;82;1219;15;100;31;75;0;31
9;10;;20;126;3;141;0;26;2;19;1;22
9;10;;9;126;4;141;2;26;3;19;1;22
9;10;;1;26;1;37;0;13;0;9;0;9
9;10;;45;544;72;1375;15;123;31;52;0;21
9;10;;65;646;67;1195;15;108;47;79;7;41
9;10;;95;966;93;1503;15;129;46;89;0;61
9;10;;81;688;65;1126;9;100;31;71;0;33
9;10;;88;1020;73;1343;15;117;31;75;0;42
9;10;;62;792;40;951;17;88;15;61;0;38
9;10;;70;746;59;1025;0;94;31;71;15;40
9;10;;48;538;84;1387;15;123;15;27;0;27
9;10;;46;530;86;1397;15;126;60;89;20;102
9;10;;77;858;112;1609;11;111;26;85;15;45
9;10;;66;804;49;924;0;88;15;27;0;24
9;10;;69;730;46;1055;15;96;62;106;0;53
9;10;;8;222;32;395;4;67;6;30;3;31
9;10;;62;730;81;1055;15;96;46;92;0;61
9;10;;80;800;38;903;15;86;15;56;0;36
9;10;;32;190;25;433;2;55;6;28;2;21
9;10;;0;6;0;19;1;6;0;6;0;6
9;10;;56;666;50;1161;19;105;18;54;1;27
9;10;;66;564;54;1087;0;96;54;89;4;47
9;10;;54;660;67;1170;15;105;15;43;0;30
9;10;;77;836;37;884;15;84;42;89;20;101
9;10;;18;252;14;357;3;55;7;35;2;26
9;10;;50;568;68;1068;8;96;31;89;0;47
9;10;;64;584;68;1307;15;117;15;54;15;35
9;10;;50;554;67;1357;15;120;31;89;0;40
9;10;;83;972;101;1497;15;135;31;72;0;44
9;10;;85;552;80;1359;13;120;30;76;2;33
9;10;;72;730;76;1055;15;96;46;92;15;61
9;10;;55;664;59;1162;15;105;15;49;0;34
9;10;;93;548;94;1364;11;105;29;72;0;18
9;10;;92;786;49;957;15;90;31;59;0;41
9;10;;81;530;107;1397;14;126;13;67;15;57
9;10;;36;204;19;414;3;52;8;30;4;30
9;10;;90;1172;93;1219;15;100;31;75;15;31
9;10;;111;806;68;923;10;88;16;47;5;35
9;10;;45;564;76;1341;15;120;31;79;15;37
9;10;;66;800;113;1719;15;138;46;80;0;33
9;10;;108;848;140;1661;46;153;31;84;15;78
9;10;;73;800;38;903;15;86;15;56;0;36
9;10;;80;526;85;1401;15;126;31;80;15;53
9;10;;16;190;19;433;3;55;6;28;1;21
9;10;;60;764;121;1773;15;135;46;81;0;42
9;10;;91;926;110;1550;15;114;31;83;15;68
9;10;;51;534;70;1391;15;123;15;47;0;32
9;10;;83;888;107;1599;14;123;21;79;15;40
9;10;;62;698;51;1115;15;98;15;49;0;37
9;10;;92;978;89;1485;18;135;31;74;0;35
9;10;;65;498;111;1435;15;132;31;64;0;43
9;10;;96;1100;70;1319;15;114;15;61;0;40
9;10;;74;712;162;1849;31;153;31;83;15;67
9;10;;105;752;31;875;15;82;15;67;0;47
9;10;;88;810;34;919;0;88;15;58;15;38
9;10;;50;530;80;1397;15;126;31;67;0;57
9;10;;45;518;76;1411;15;126;40;72;1;26
9;10;;20;206;22;413;4;55;6;29;4;29
9;10;;65;688;63;1126;9;100;27;71;0;33
9;10;;52;530;74;1397;15;126;15;55;15;27
9;10;;72;646;47;1195;15;108;31;70;15;31
9;10;;107;944;109;1531;31;141;62;107;15;44
9;10;;46;498;94;1435;31;132;15;64;15;43
9;10;;88;1036;94;1407;15;123;15;57;0;30
9;10;;94;1032;72;1413;15;126;62;117;31;96
9;10;;80;972;75;1497;31;135;15;72;15;44
9;10;;60;508;80;1423;15;126;78;115;15;73
9;10;;46;538;84;1387;13;123;4;27;1;27
9;10;;94;836;55;884;5;84;18;55;0;27
9;10;;54;530;90;1397;15;126;31;67;15;57
9;10;;55;650;68;1191;11;108;30;74;0;28
9;10;;73;854;41;865;0;82;31;62;0;27
9;10;;59;578;71;1319;15;117;31;69;0;60
9;10;;82;800;36;932;15;88;56;94;6;56
9;10;;21;270;14;335;3;49;5;29;2;28
9;10;;100;1114;78;1297;15;111;31;87;0;42
9;10;;49;518;87;1411;14;126;18;72;0;26
9;10;;59;554;73;1357;15;120;31;70;0;37
9;10;;95;972;83;1497;15;135;31;72;0;44
9;10;;77;774;77;1455;15;120;31;83;0;46
9;10;;32;230;16;383;4;58;7;32;1;24
9;10;;69;722;125;1826;15;111;62;114;28;83
9;10;;63;806;33;923;0;88;31;60;0;21
9;10;;9;100;5;173;0;30;3;19;1;22
9;10;;61;530;90;1239;15;111;15;62;15;56
9;10;;60;664;61;1162;25;105;15;49;2;34
9;10;;47;608;69;1262;15;105;15;55;15;34
9;10;;72;792;60;951;15;88;15;72;15;21
9;10;;43;530;72;1239;12;111;21;62;6;56
9;10;;47;594;80;1289;2;114;46;94;15;26
9;10;;33;222;22;395;5;67;5;28;1;24
9;10;;54;572;77;1325;15;117;47;78;7;60
9;10;;96;826;78;899;15;86;15;57;0;29
9;10;;30;238;14;373;2;55;8;31;1;22
9;10;;43;538;79;1387;15;123;15;27;0;27
9;10;;103;792;73;951;11;88;26;72;0;21
9;10;;49;574;67;1323;15;117;15;71;15;46
9;10;;60;674;62;1153;9;100;28;70;3;34
9;10;;69;806;45;923;7;88;6;47;0;35
9;10;;65;640;95;1204;15;105;46;86;0;66
9;10;;23;100;7;173;1;30;3;19;1;22
9;10;;66;836;45;884;0;84;31;67;15;57
9;10;;59;574;72;1323;15;117;31;78;15;55
9;10;;95;1156;76;1239;9;102;19;79;15;38
9;10;;95;1172;66;1219;9;100;20;75;15;31
9;10;;63;530;112;1397;15;126;55;89;17;102
9;10;;69;800;47;932;0;88;31;69;15;43
9;10;;100;688;78;1126;15;100;15;63;0;34
9;10;;54;534;81;1391;15;123;15;47;0;32
9;10;;83;800;32;903;19;86;26;56;3;36
9;10;;90;654;187;1920;15;111;31;74;15;32
9;10;;119;1156;83;1239;15;102;31;79;0;38
9;10;;45;194;19;429;3;64;6;32;1;23
9;10;;77;688;56;1126;15;100;15;63;15;34
9;10;;44;530;74;1239;0;111;34;62;6;56
9;10;;62;722;146;1826;9;111;62;114;15;83
9;10;;69;804;31;924;0;88;15;27;0;24
9;10;;76;826;116;1684;15;114;27;61;4;40
9;10;;67;838;36;883;15;84;15;65;0;35
9;10;;63;828;118;1683;17;117;33;77;4;43
9;10;;18;254;15;355;4;55;5;28;1;21
9;10;;42;534;78;1391;15;123;15;47;0;32
9;10;;37;206;30;413;4;55;7;29;4;29
9;10;;113;1132;78;1267;12;106;34;79;2;41
9;10;;75;842;131;1667;15;129;31;75;15;42
9;10;;79;852;42;867;0;82;31;57;0;42
9;10;;114;852;52;867;15;82;31;74;15;35
9;10;;84;694;64;1119;0;98;31;53;0;30
9;10;;46;494;87;1439;20;114;28;70;5;51
9;10;;79;1036;90;1407;15;123;15;57;15;30
9;10;;44;518;93;1411;15;126;31;72;0;26
9;10;;55;578;78;1319;15;117;15;53;0;50
9;10;;67;658;144;1912;15;114;31;72;0;41
9;15;;931;10523;9963;23230;411;464;3614;989;166;361
9;15;;892;11246;9251;22354;421;446;4074;1031;299;489
9;15;;984;13707;6270;18640;313;384;1757;683;62;203
9;15;;657;8748;12344;25955;500;472;1673;622;37;112
9;15;;1149;10410;14789;23396;357;400;1706;653;5;80
9;15;;1112;14080;6874;18099;406;450;1871;676;31;142
9;15;;881;11670;6426;18088;299;376;1785;671;45;172
9;15;;871;11734;9464;21304;345;376;5891;1191;1057;722
9;15;;389;3715;2234;7420;100;256;1033;427;41;163
9;15;;151;1528;188;2058;16;118;80;108;7;46
9;15;;366;3564;1933;7351;140;240;1013;302;19;84
9;15;;144;1206;308;2523;24;134;108;118;12;54
9;15;;195;984;375;2879;36;154;109;128;10;56
9;15;;1461;9705;16052;24415;414;432;5594;872;393;446
9;15;;1922;13964;6426;18251;355;390;3635;947;370;522
9;15;;266;3085;1698;8419;98;264;304;248;7;65
9;15;;40;538;29;643;4;76;17;54;3;30
